Keyword1,Keyword2,Weight
Feature extraction,Legged locomotion,3
Legged locomotion,Support vector machines,1
Legged locomotion,Time-frequency analysis,1
Three-dimensional displays,Time-frequency analysis,1
Complexity theory,Instruments,1
Complexity theory,Multiple signal classification,1
Complexity theory,Music,1
Emotion recognition,Instruments,1
Instruments,Mood,1
Instruments,Multiple signal classification,1
Instruments,Music,1
Computational modeling,Probability density function,1
Computational modeling,Probability distribution,2
Feature extraction,Probability density function,1
Kernel,Predictive models,1
Kernel,Probability density function,1
Kernel,Probability distribution,1
Kernel,Training,1
Predictive models,Probability density function,1
Probability density function,Probability distribution,1
Probability density function,Training,1
Probability distribution,Training,1
Heuristic algorithms,Hidden Markov models,2
Heuristic algorithms,Recurrent neural networks,1
Behavioral sciences,Computer vision,2
Behavioral sciences,Human factors,3
Behavioral sciences,Psychology,2
Behavioral sciences,Special issues and sections,3
Computer vision,Human factors,2
Computational modeling,Distributed Bragg reflectors,1
Computational modeling,Video sequences,2
Convolution,Distributed Bragg reflectors,1
Convolution,Machine learning,1
Convolution,Video sequences,1
Distributed Bragg reflectors,Machine learning,1
Distributed Bragg reflectors,Video sequences,1
Distributed Bragg reflectors,Visualization,1
Machine learning,Video sequences,1
Video sequences,Visualization,3
Correlation,Data analysis,1
Correlation,Human computer interaction,1
Correlation,Skin,1
Data analysis,Decision making,1
Data analysis,Human computer interaction,1
Data analysis,Skin,1
Data analysis,Uncertainty,1
Decision making,Human computer interaction,1
Decision making,Skin,1
Decision making,Uncertainty,1
Human computer interaction,Skin,1
Human computer interaction,Uncertainty,1
Skin,Uncertainty,1
Collaboration,Recommender systems,1
Collaboration,Social network services,1
Face recognition,Recommender systems,1
Face recognition,Social network services,1
Recommender systems,Social network services,1
Brain modeling,Social network services,1
Electroencephalography,Social network services,1
Emotion recognition,Social network services,2
Erbium,Psychology,1
Erbium,Social network services,1
Psychology,Social network services,1
Computer vision,Databases,3
Biological system modeling,Blood,1
Biological system modeling,Temperature sensors,2
Blood,Brain modeling,1
Blood,Emotion recognition,1
Blood,Feature extraction,1
Blood,Hidden Markov models,1
Blood,Temperature sensors,1
Brain modeling,Hidden Markov models,1
Brain modeling,Temperature sensors,1
Emotion recognition,Temperature sensors,2
Feature extraction,Temperature sensors,1
Hidden Markov models,Temperature sensors,1
Face recognition,YouTube,1
Feature extraction,YouTube,3
Interviews,Machine learning,1
Interviews,YouTube,2
Predictive models,YouTube,1
Biomedical monitoring,Data visualization,1
Biomedical monitoring,Real-time systems,3
Data visualization,Monitoring,1
Data visualization,Real-time systems,1
Data visualization,Visualization,1
Data visualization,Wearable sensors,1
Monitoring,Real-time systems,3
Real-time systems,Wearable sensors,1
Visualization,Wearable sensors,1
Computational modeling,Computers,2
Computational modeling,Context,8
Computational modeling,Stress measurement,1
Computers,Context,4
Computers,Stress,1
Computers,Stress measurement,1
Computers,Support vector machines,1
Context,Sensors,2
Context,Stress,1
Context,Stress measurement,1
Context,Support vector machines,2
Sensors,Support vector machines,1
Stress,Support vector machines,1
Stress measurement,Support vector machines,1
Physiology,Speech recognition,1
Sensors,Videos,2
Cameras,Interviews,2
Cameras,Psychology,3
Cameras,Speech processing,1
Cameras,TV,1
Feature extraction,TV,2
Interviews,Speech,4
Interviews,Speech processing,1
Interviews,TV,1
Psychology,Speech processing,1
Psychology,TV,1
Speech,TV,1
Speech processing,TV,1
Context,Decision making,1
Context,Electroencephalography,1
Context,Electromyography,2
Context,Facial muscles,1
Context,Games,3
Decision making,Electroencephalography,1
Decision making,Electromyography,1
Decision making,Facial muscles,1
Decision making,Games,2
Electroencephalography,Facial muscles,1
Electromyography,Facial muscles,2
Electromyography,Games,2
Facial muscles,Games,1
Adaptation models,Context,1
Adaptation models,Music,2
Affective computing,Context,5
Affective computing,Music,1
Context,Emotion recognition,10
Context,Music,2
Active appearance model,Computational modeling,1
Active appearance model,Face recognition,1
Active appearance model,Feature extraction,2
Active appearance model,Geometry,1
Active appearance model,Predictive models,1
Computational modeling,Geometry,1
Geometry,Predictive models,1
Emotion recognition,Two dimensional displays,1
Face recognition,Two dimensional displays,1
Emotion recognition,Knowledge transfer,1
Feature extraction,Knowledge transfer,1
Image recognition,Knowledge transfer,1
Image recognition,Semantics,1
Knowledge transfer,Semantics,1
Knowledge transfer,Training,1
Knowledge transfer,Visualization,1
Context,Interviews,1
Context,Robots,1
Context,Videos,4
Context,YouTube,1
Interviews,Robots,1
Robots,YouTube,1
Bridges,Cameras,1
Bridges,Computer vision,1
Bridges,Head,1
Bridges,Interviews,1
Bridges,Psychology,1
Bridges,Real-time systems,1
Cameras,Head,1
Cameras,Real-time systems,1
Computer vision,Head,1
Computer vision,Real-time systems,2
Head,Interviews,1
Head,Real-time systems,1
Interviews,Real-time systems,1
Psychology,Real-time systems,3
Context,Facsimile,1
Context,Motion pictures,1
Context,Speech,8
Emotion recognition,Facsimile,1
Facsimile,Motion pictures,1
Facsimile,Speech,1
Facsimile,Support vector machines,1
Facsimile,Visualization,1
Motion pictures,Speech,1
Speech,Support vector machines,6
Electromyography,Face recognition,3
Electromyography,Noise reduction,1
Electromyography,Robustness,1
Electromyography,Support vector machines,2
Electromyography,System performance,1
Face recognition,Noise reduction,1
Face recognition,System performance,1
Feature extraction,Noise reduction,2
Feature extraction,System performance,1
Noise reduction,Robustness,2
Noise reduction,Support vector machines,1
Noise reduction,System performance,1
Robustness,Support vector machines,1
Robustness,System performance,1
Support vector machines,System performance,1
Lighting,Reliability,1
Acoustics,Histograms,1
Acoustics,Video sequences,1
Feature extraction,Video sequences,3
Histograms,Video sequences,1
Analytical models,Monitoring,1
Analytical models,Sensors,1
Analytical models,Smart phones,1
Analytical models,Stress,1
Buildings,Computational modeling,1
Buildings,Monitoring,1
Buildings,Sensors,1
Buildings,Smart phones,1
Buildings,Stress,1
Computational modeling,Smart phones,1
Smart phones,Stress,1
Atmospheric measurements,Automotive components,1
Atmospheric measurements,Hidden Markov models,1
Atmospheric measurements,Virtual reality,2
Automotive components,Heart rate,1
Automotive components,Hidden Markov models,1
Automotive components,Particle measurements,1
Automotive components,Skin,1
Automotive components,Virtual reality,1
Heart rate,Hidden Markov models,1
Heart rate,Skin,2
Hidden Markov models,Particle measurements,1
Hidden Markov models,Skin,1
Hidden Markov models,Virtual reality,1
Particle measurements,Virtual reality,2
Skin,Virtual reality,1
Analytical models,Delays,1
Analytical models,Distortion,1
Analytical models,Time series analysis,2
Computational modeling,Delays,1
Computational modeling,Distortion,1
Data models,Delays,1
Data models,Distortion,1
Delays,Distortion,1
Delays,Time series analysis,1
Distortion,Time series analysis,1
Face recognition,Image color analysis,1
Facial features,Image color analysis,1
Facial features,Testing,2
Image color analysis,Image recognition,1
Image color analysis,Testing,1
Image color analysis,Training,1
Image recognition,Testing,1
Context,Databases,6
Context,Labeling,2
Context,Legged locomotion,3
Context,Observers,4
Context,Training,2
Databases,Legged locomotion,1
Labeling,Legged locomotion,1
Labeling,Observers,2
Legged locomotion,Observers,1
Observers,Training,2
Audio-visual systems,Emotion recognition,3
Audio-visual systems,Machine learning,1
Audio-visual systems,Principal component analysis,1
Machine learning,Principal component analysis,2
Media,Predictive models,2
Media,Semantics,2
Autism,Complexity theory,1
Complexity theory,Face recognition,1
Analytical models,Computer architecture,1
Analytical models,Context awareness,1
Analytical models,Machine learning,1
Analytical models,Social network services,2
Computer architecture,Context awareness,1
Computer architecture,Social network services,1
Context awareness,Machine learning,1
Context awareness,Sentiment analysis,1
Context awareness,Social network services,1
Machine learning,Social network services,1
Sentiment analysis,Social network services,3
Computational modeling,Social network services,2
Computational modeling,Text analysis,1
Data models,Text analysis,1
Sentiment analysis,Text analysis,2
Social network services,Support vector machines,2
Social network services,Text analysis,1
Support vector machines,Text analysis,1
Text analysis,Training data,2
Animation,Facial features,1
Animation,Sentiment analysis,1
Animation,Speech processing,1
Emotion recognition,Facial features,7
Facial features,Hidden Markov models,2
Facial features,Sentiment analysis,3
Facial features,Speech processing,1
Sentiment analysis,Speech processing,1
Computational modeling,Unsupervised learning,1
Emotion recognition,Unsupervised learning,1
Encoding,Semantics,1
Encoding,Unsupervised learning,1
Feature extraction,Unsupervised learning,1
Neural networks,Unsupervised learning,1
Semantics,Unsupervised learning,1
Knowledge based systems,Sentiment analysis,1
Knowledge based systems,Text analysis,1
Knowledge based systems,Training data,1
Behavioral sciences,Face recognition,1
Behavioral sciences,Man machine interfaces,1
Emotion recognition,Man machine interfaces,1
Face recognition,Human factors,3
Face recognition,Man machine interfaces,1
Human factors,Man machine interfaces,1
Man machine interfaces,Special issues and sections,1
Emotion recognition,Muscles,4
Encoding,Facial features,1
Encoding,Muscles,2
Face recognition,Sentiment analysis,2
Facial features,Muscles,1
Facial features,Psychology,1
Muscles,Sentiment analysis,1
Psychology,Sentiment analysis,3
Big Data,Emotion recognition,1
Big Data,Neural networks,1
Big Data,Semantics,1
Big Data,Sentiment analysis,1
Big Data,Social network services,1
Big Data,Special issues and sections,1
Semantics,Special issues and sections,1
Social network services,Special issues and sections,1
Affective computing,Context awareness,2
Affective computing,Crowdsourcing,1
Affective computing,Knowledge based systems,1
Affective computing,Text mining,1
Computational modeling,Context awareness,1
Computational modeling,Knowledge based systems,2
Computational modeling,Text mining,1
Context awareness,Crowdsourcing,1
Context awareness,Knowledge based systems,1
Context awareness,Semantics,1
Context awareness,Text mining,1
Crowdsourcing,Knowledge based systems,1
Crowdsourcing,Text mining,1
Knowledge based systems,Text mining,1
Semantics,Text mining,1
Auditory system,Behavioral sciences,1
Auditory system,Emotion recognition,2
Auditory system,Haptic interfaces,1
Auditory system,Physiology,1
Auditory system,Psychology,1
Auditory system,Temperature sensors,1
Auditory system,Vibrations,1
Behavioral sciences,Haptic interfaces,1
Behavioral sciences,Temperature sensors,1
Behavioral sciences,Vibrations,1
Haptic interfaces,Psychology,1
Haptic interfaces,Temperature sensors,1
Physiology,Temperature sensors,2
Physiology,Vibrations,1
Psychology,Temperature sensors,1
Psychology,Vibrations,1
Temperature sensors,Vibrations,1
Temperature sensors,Visualization,1
Vibrations,Visualization,1
Electrodes,Electromyography,3
Electrodes,Face recognition,2
Electrodes,Facial features,1
Electrodes,Sentiment analysis,1
Electromyography,Facial features,1
Electromyography,Sentiment analysis,1
Auditory systems,Emotion recognition,1
Auditory systems,Feature extraction,1
Auditory systems,Hidden Markov models,1
Auditory systems,Sentiment analysis,1
Auditory systems,Three-dimensional displays,1
Auditory systems,Working environment noise,1
Emotion recognition,Working environment noise,1
Feature extraction,Working environment noise,1
Hidden Markov models,Working environment noise,1
Sentiment analysis,Working environment noise,1
Three-dimensional displays,Working environment noise,1
Cameras,Face,5
Cameras,Three-dimensional displays,1
Analytical models,Media,2
Analytical models,Noise reduction,1
Analytical models,Robustness,1
Feature extraction,Numerical models,1
Media,Noise reduction,1
Media,Numerical models,1
Media,Robustness,1
Noise reduction,Numerical models,1
Noise reduction,Semantics,1
Numerical models,Robustness,1
Numerical models,Semantics,1
Emotion recognition,Pragmatics,2
Emotion recognition,Text recognition,1
Feature extraction,Pragmatics,3
Pragmatics,Speech,2
Pragmatics,Speech recognition,2
Pragmatics,Support vector machines,1
Pragmatics,Text recognition,1
Speech,Text recognition,1
Speech recognition,Support vector machines,2
Speech recognition,Text recognition,1
Support vector machines,Text recognition,1
Computational modeling,Dynamics,1
Dynamics,Hidden Markov models,1
Dynamics,Kernel,1
Dynamics,Robustness,1
Dynamics,Semantics,1
Hidden Markov models,Kernel,1
Hidden Markov models,Robustness,1
Hidden Markov models,Semantics,1
Kernel,Robustness,1
Kernel,Semantics,1
Engines,Foot,1
Engines,Footwear,2
Engines,Haptic interfaces,1
Engines,Legged locomotion,2
Engines,Rendering (computer graphics),1
Engines,Vibrations,1
Foot,Footwear,1
Foot,Haptic interfaces,1
Foot,Legged locomotion,1
Foot,Rendering (computer graphics),1
Foot,Vibrations,1
Footwear,Haptic interfaces,1
Footwear,Legged locomotion,2
Footwear,Rendering (computer graphics),1
Footwear,Vibrations,1
Haptic interfaces,Legged locomotion,1
Haptic interfaces,Rendering (computer graphics),1
Legged locomotion,Rendering (computer graphics),1
Legged locomotion,Vibrations,1
Rendering (computer graphics),Vibrations,1
Databases,Dynamics,1
Databases,Image reconstruction,1
Dynamics,Face recognition,1
Dynamics,Image reconstruction,1
Face recognition,Image reconstruction,1
Feature extraction,Image reconstruction,1
Data models,Standards,1
Databases,Standards,1
Gold,Speech,1
Gold,Standards,1
Predictive models,Standards,1
Speech,Standards,3
Encoding,Extraterrestrial measurements,1
Encoding,Facial muscles,1
Encoding,Skin,1
Encoding,Temperature measurement,1
Encoding,Visualization,1
Extraterrestrial measurements,Facial muscles,1
Extraterrestrial measurements,Skin,1
Extraterrestrial measurements,Temperature measurement,1
Extraterrestrial measurements,Visualization,1
Facial muscles,Skin,1
Facial muscles,Temperature measurement,1
Facial muscles,Visualization,1
Skin,Temperature measurement,1
Temperature measurement,Visualization,1
Affective computing,Buildings,1
Buildings,Cognition,1
Buildings,Context,1
Buildings,Observers,1
Buildings,Psychology,1
Cognition,Context,1
Context,Psychology,7
Databases,Heating,1
Face recognition,Heating,1
Feature extraction,Heating,1
Heating,Observers,1
Heating,Pain,1
Heating,Reliability,1
Observers,Reliability,3
Accidents,Databases,1
Accidents,Gold,1
Accidents,Monitoring,1
Accidents,Visualization,1
Databases,Monitoring,1
Databases,Vehicles,1
Gold,Monitoring,1
Gold,Vehicles,1
Monitoring,Vehicles,1
Vehicles,Visualization,1
Correlation,Facebook,1
Correlation,Image color analysis,1
Correlation,Internet,1
Facebook,Feature extraction,1
Facebook,Image color analysis,1
Facebook,Internet,1
Facebook,Media,1
Image color analysis,Internet,1
Image color analysis,Media,2
Affective computing,Computer architecture,2
Affective computing,Pipelines,1
Affective computing,Synchronization,1
Computer architecture,Context,1
Computer architecture,Pipelines,1
Computer architecture,Psychology,2
Computer architecture,Real-time systems,1
Computer architecture,Synchronization,1
Context,Pipelines,1
Context,Real-time systems,3
Context,Synchronization,2
Pipelines,Psychology,1
Pipelines,Real-time systems,1
Pipelines,Synchronization,1
Analytical models,Investment,1
Analytical models,Mathematical model,1
Computational modeling,Investment,1
Games,Investment,1
Investment,Mathematical model,1
Investment,Media,1
Investment,Predictive models,1
Mathematical model,Media,1
Encoding,Media,2
Encoding,TV,1
Encoding,Webcams,2
Face,Media,2
Face,TV,1
Face,Webcams,2
Media,Motion pictures,2
Media,TV,1
Media,Testing,1
Media,Webcams,2
Motion pictures,TV,1
Motion pictures,Testing,1
Motion pictures,Webcams,1
TV,Testing,1
TV,Webcams,1
Testing,Webcams,1
Affective computing,Commercialization,1
Affective computing,Market opportunities,1
Biomedical monitoring,Commercialization,1
Biomedical monitoring,Computer applications,1
Biomedical monitoring,Context awareness,1
Biomedical monitoring,Market opportunities,1
Biomedical monitoring,Special issues and sections,1
Commercialization,Computer applications,1
Commercialization,Context awareness,1
Commercialization,Emotion recognition,1
Commercialization,Market opportunities,1
Commercialization,Monitoring,1
Commercialization,Special issues and sections,1
Computer applications,Context awareness,1
Computer applications,Market opportunities,1
Computer applications,Monitoring,1
Computer applications,Special issues and sections,1
Context awareness,Emotion recognition,3
Context awareness,Market opportunities,1
Context awareness,Monitoring,1
Context awareness,Special issues and sections,2
Emotion recognition,Market opportunities,1
Market opportunities,Monitoring,1
Market opportunities,Special issues and sections,1
Monitoring,Special issues and sections,1
Adaptive optics,Cameras,1
Adaptive optics,Face,1
Adaptive optics,Frequency division multiplexing,1
Adaptive optics,Optical imaging,2
Adaptive optics,Strain,1
Adaptive optics,Tagging,1
Cameras,Frequency division multiplexing,1
Cameras,Optical imaging,1
Cameras,Strain,1
Cameras,Tagging,2
Face,Frequency division multiplexing,1
Face,Optical imaging,1
Face,Tagging,1
Frequency division multiplexing,Optical imaging,1
Frequency division multiplexing,Strain,1
Frequency division multiplexing,Tagging,1
Optical imaging,Strain,1
Optical imaging,Tagging,1
Strain,Tagging,1
Autism,Electroencephalography,1
Autism,Intelligent systems,1
Autism,Training,1
Autism,Vehicles,1
Electroencephalography,Intelligent systems,1
Electroencephalography,Variable speed drives,1
Intelligent systems,Physiology,1
Intelligent systems,Training,1
Intelligent systems,Variable speed drives,1
Intelligent systems,Vehicles,1
Physiology,Variable speed drives,1
Training,Variable speed drives,1
Training,Vehicles,1
Variable speed drives,Vehicles,1
Context,Engines,1
Context,Footwear,1
Context,Production,2
Emotion recognition,Engines,1
Emotion recognition,Footwear,1
Emotion recognition,Production,1
Engines,Music,1
Engines,Production,1
Footwear,Music,1
Footwear,Production,1
Legged locomotion,Music,1
Legged locomotion,Production,2
Music,Production,1
Feature extraction,Repeaters,1
Feature extraction,Risk management,1
Interviews,Pediatrics,1
Interviews,Repeaters,1
Interviews,Risk management,1
Pediatrics,Repeaters,1
Pediatrics,Risk management,1
Pediatrics,Speech,1
Repeaters,Risk management,1
Repeaters,Speech,1
Repeaters,Support vector machines,1
Risk management,Speech,1
Risk management,Support vector machines,1
Computational modeling,Cultural differences,1
Cultural differences,Mood,1
Cultural differences,Music,1
Actuators,Biomedical monitoring,1
Actuators,Haptic interfaces,1
Actuators,Heart rate,1
Actuators,Internet,1
Actuators,Motion pictures,1
Actuators,Vibrations,1
Biomedical monitoring,Haptic interfaces,1
Biomedical monitoring,Heart rate,3
Biomedical monitoring,Internet,1
Biomedical monitoring,Vibrations,1
Haptic interfaces,Heart rate,1
Haptic interfaces,Internet,1
Haptic interfaces,Motion pictures,1
Heart rate,Internet,1
Heart rate,Motion pictures,1
Heart rate,Vibrations,1
Internet,Motion pictures,1
Internet,Vibrations,1
Motion pictures,Vibrations,1
Context,Correlation,2
Context,Distance measurement,1
Context,Predictive models,1
Correlation,Distance measurement,1
Correlation,Observers,3
Distance measurement,Observers,1
Distance measurement,Psychology,1
Bayes methods,US Government,1
Bayes methods,Upper bound,1
Correlation,US Government,1
Correlation,Upper bound,1
Speech recognition,US Government,1
Speech recognition,Upper bound,1
Support vector machines,US Government,1
Support vector machines,Upper bound,1
Training,US Government,1
Training,Upper bound,1
US Government,Upper bound,1
Acoustics,Encoding,1
Acoustics,Medical treatment,1
Acoustics,Prediction algorithms,1
Acoustics,Signal processing algorithms,1
Encoding,Prediction algorithms,1
Encoding,Signal processing algorithms,1
Medical treatment,Prediction algorithms,1
Medical treatment,Signal processing algorithms,1
Medical treatment,Speech recognition,1
Prediction algorithms,Signal processing,1
Prediction algorithms,Signal processing algorithms,1
Prediction algorithms,Speech recognition,1
Biomedical monitoring,Writing,1
Heart rate variability,Writing,1
Sensors,Writing,1
Videos,Writing,1
Cameras,Decoding,1
Cameras,Lighting,1
Decoding,Face,1
Decoding,Lighting,1
Computational modeling,TV,1
Correlation,TV,1
Correlation,Video sequences,1
Feature extraction,Synchronization,1
Synchronization,TV,1
Synchronization,Video sequences,1
TV,Video sequences,1
Acoustics,Linear programming,1
Acoustics,Psychology,1
Emotion recognition,Linear programming,1
Feature extraction,Linear programming,1
Linear programming,Psychology,2
Linear programming,Speech,1
Linear programming,Support vector machines,1
Cultural differences,Feature extraction,1
Cultural differences,Speech,1
Cultural differences,Standards,1
Cultural differences,Testing,1
Cultural differences,Training,1
Standards,Testing,1
Standards,Training,1
Coherence,Context,1
Coherence,Games,1
Coherence,Human computer interaction,1
Coherence,Measurement,1
Coherence,Multimedia communication,1
Coherence,Physiology,1
Context,Human computer interaction,1
Context,Measurement,2
Context,Multimedia communication,1
Context,Physiology,3
Games,Measurement,1
Games,Multimedia communication,1
Human computer interaction,Measurement,1
Human computer interaction,Multimedia communication,1
Measurement,Multimedia communication,1
Multimedia communication,Physiology,2
Affective computing,Computer science,2
Affective computing,Speech,2
Computer science,Context,2
Computer science,Speech,1
Computer science,Videos,1
Context modeling,Crowdsourcing,1
Context modeling,Frequency modulation,1
Context modeling,Measurement,1
Context modeling,Support vector machines,1
Crowdsourcing,Frequency modulation,1
Crowdsourcing,Measurement,1
Crowdsourcing,Support vector machines,1
Frequency modulation,Measurement,1
Frequency modulation,Sentiment analysis,1
Frequency modulation,Support vector machines,1
Measurement,Sentiment analysis,1
Behavioral sciences,Crowdsourcing,1
Behavioral sciences,Databases,1
Behavioral sciences,Image processing,1
Behavioral sciences,Real-time systems,1
Behavioral sciences,Signal processing,1
Computer vision,Crowdsourcing,1
Computer vision,Image processing,1
Computer vision,Signal processing,1
Computer vision,Speech recognition,2
Crowdsourcing,Databases,2
Crowdsourcing,Image processing,1
Crowdsourcing,Real-time systems,1
Crowdsourcing,Signal processing,1
Crowdsourcing,Speech recognition,1
Crowdsourcing,Videos,1
Databases,Real-time systems,1
Image processing,Real-time systems,1
Image processing,Signal processing,1
Image processing,Speech recognition,1
Image processing,Videos,1
Real-time systems,Signal processing,1
Adaptive optics,Databases,1
Adaptive optics,Face recognition,1
Adaptive optics,Feature extraction,1
Adaptive optics,Integrated optics,1
Adaptive optics,Optical computing,1
Integrated optics,Optical computing,1
Integrated optics,Optical imaging,1
Context modeling,Muscles,1
Context modeling,Pain,1
Context modeling,Surface electromyography,1
Emotion recognition,Surface electromyography,1
Face recognition,Surface electromyography,1
Muscles,Surface electromyography,1
Pain,Surface electromyography,1
Dictionaries,Shape analysis,1
Dictionaries,Video sequences,1
Face recognition,Shape analysis,2
Feature extraction,Shape analysis,3
Shape analysis,Training,2
Shape analysis,Video sequences,1
Computational modeling,Real-time systems,1
Computational modeling,Spatio-temporal models,1
Face recognition,Spatio-temporal models,1
Feature extraction,Spatio-temporal models,1
Predictive models,Real-time systems,1
Predictive models,Robustness,1
Predictive models,Spatio-temporal models,1
Real-time systems,Robustness,1
Real-time systems,Spatio-temporal models,1
Robustness,Spatio-temporal models,1
Bilinear models,Emotion recognition,1
Bilinear models,Face recognition,1
Bilinear models,Facial features,1
Bilinear models,Speech recognition,1
Facial features,Speech recognition,1
Biochemistry,Emotion recognition,1
Biochemistry,Feature extraction,1
Biochemistry,Pediatrics,1
Biochemistry,Speech recognition,1
Emotion recognition,Pediatrics,1
Pediatrics,Speech recognition,1
Brain models,Electrocardiography,1
Brain models,Electrodes,1
Brain models,Heart rate variability,1
Brain models,Multimedia communication,2
Brain models,Olfactory,1
Electrocardiography,Electrodes,2
Electrocardiography,Multimedia communication,1
Electrocardiography,Olfactory,1
Electrodes,Heart rate variability,1
Electrodes,Multimedia communication,1
Electrodes,Olfactory,1
Electroencephalography,Heart rate variability,1
Electroencephalography,Olfactory,1
Heart rate variability,Multimedia communication,1
Heart rate variability,Olfactory,1
Multimedia communication,Olfactory,1
Atmospheric measurements,Biological control systems,1
Atmospheric measurements,Biomedical monitoring,2
Biological control systems,Particle measurements,1
Biomedical monitoring,Games,2
Biomedical monitoring,Particle measurements,2
Biomedical monitoring,Virtual reality,1
Data models,Facial features,1
Data models,Supervised learning,1
Data models,Three-dimensional displays,1
Facial features,Supervised learning,1
Supervised learning,Three-dimensional displays,1
Biological system modeling,Medical services,1
Biological system modeling,Mobile communication,1
Biological system modeling,Real-time systems,1
Biological system modeling,Sensors,1
Biological system modeling,Stress,1
Hidden Markov models,Medical services,1
Hidden Markov models,Mobile communication,1
Hidden Markov models,Real-time systems,1
Hidden Markov models,Sensors,2
Hidden Markov models,Stress,1
Medical services,Mobile communication,1
Medical services,Real-time systems,2
Medical services,Sensors,1
Medical services,Stress,1
Mobile communication,Real-time systems,1
Mobile communication,Sensors,1
Mobile communication,Stress,1
Real-time systems,Sensors,1
Real-time systems,Stress,1
Biomedical monitoring,Circadian rhythm,1
Biomedical monitoring,Diseases,1
Biomedical monitoring,Temperature measurement,1
Circadian rhythm,Diseases,1
Circadian rhythm,Sensors,1
Circadian rhythm,Temperature measurement,1
Diseases,Sensors,1
Diseases,Temperature measurement,1
Sensors,Temperature measurement,1
Acceleration,Context,1
Acceleration,Emotion recognition,2
Acceleration,Labeling,1
Acceleration,Mood,1
Accelerometers,Context,1
Accelerometers,Emotion recognition,1
Accelerometers,Labeling,1
Accelerometers,Mood,1
Context,Mood,3
Labeling,Mood,1
Labeling,Sensors,1
Biomedical monitoring,Global Positioning System,1
Biomedical monitoring,Heart,1
Biomedical monitoring,Medical services,1
Biomedical monitoring,Servers,1
Global Positioning System,Heart,1
Global Positioning System,Medical services,1
Global Positioning System,Monitoring,1
Global Positioning System,Real-time systems,1
Global Positioning System,Servers,1
Heart,Medical services,1
Heart,Monitoring,1
Heart,Real-time systems,1
Heart,Servers,1
Medical services,Monitoring,2
Medical services,Servers,1
Monitoring,Servers,1
Real-time systems,Servers,1
Acceleration,Electrocardiography,1
Acceleration,Psychology,1
Acceleration,Stress,1
Electrocardiography,Heart rate,1
Electrocardiography,Psychology,1
Emotion recognition,Heart rate,1
Electronic mail,Frequency-domain analysis,1
Electronic mail,Kinematics,1
Electronic mail,Legged locomotion,1
Electronic mail,Parkinson's disease,1
Electronic mail,Reliability,1
Feature extraction,Parkinson's disease,1
Frequency-domain analysis,Kinematics,1
Frequency-domain analysis,Parkinson's disease,1
Frequency-domain analysis,Reliability,1
Kinematics,Legged locomotion,1
Kinematics,Parkinson's disease,1
Kinematics,Reliability,1
Legged locomotion,Parkinson's disease,1
Legged locomotion,Reliability,1
Parkinson's disease,Reliability,1
Emotion recognition,Motion segmentation,2
Feature extraction,Sensor systems,1
Human factors,Motion segmentation,2
Human factors,Sensor systems,1
Legged locomotion,Motion segmentation,1
Legged locomotion,Sensor systems,1
Motion segmentation,Sensor systems,1
Animals,Context,2
Animals,Haptic interfaces,1
Animals,Medical treatment,1
Animals,Physiology,1
Animals,Robot sensing systems,1
Context,Haptic interfaces,1
Context,Medical treatment,1
Context,Robot sensing systems,1
Haptic interfaces,Medical treatment,1
Haptic interfaces,Robot sensing systems,1
Medical treatment,Robot sensing systems,1
Physiology,Robot sensing systems,1
Biological system modeling,Music,3
Biological system modeling,Semantics,1
Frequency measurement,Harmonic analysis,1
Frequency measurement,Licenses,1
Frequency measurement,Mel frequency cepstral coefficient,1
Frequency measurement,Speech,1
Frequency measurement,Standards,1
Harmonic analysis,Licenses,1
Harmonic analysis,Mel frequency cepstral coefficient,2
Harmonic analysis,Speech,2
Harmonic analysis,Standards,1
Licenses,Mel frequency cepstral coefficient,1
Licenses,Speech,1
Licenses,Standards,1
Mel frequency cepstral coefficient,Standards,1
Affective computing,Iterative methods,1
Context,Face,4
Context,Iterative methods,1
Context,Reliability,1
Face,Iterative methods,1
Face,Reliability,2
Face,Speech,5
Iterative methods,Observers,1
Iterative methods,Reliability,1
Iterative methods,Speech,1
Reliability,Speech,1
Context,Dictionaries,1
Context,Estimation,1
Context,Internet,1
Context,Media,1
Context,Noise,2
Context,Twitter,2
Dictionaries,Estimation,1
Dictionaries,Internet,1
Dictionaries,Media,1
Dictionaries,Noise,1
Estimation,Internet,1
Estimation,Media,1
Estimation,Noise,1
Estimation,Twitter,1
Internet,Noise,1
Internet,Twitter,1
Media,Noise,1
Media,Twitter,1
Noise,Twitter,1
Acoustics,Stress,1
Modulation,Semantics,1
Modulation,Speech,1
Modulation,Stress,1
Modulation,Videos,1
Semantics,Speech,2
Semantics,Speech recognition,2
Semantics,Stress,1
Speech,Stress,1
Stress,Videos,1
Biomedical monitoring,Mathematical model,1
Biomedical monitoring,Protocols,1
Biomedical monitoring,Training,1
Heart rate variability,Mathematical model,1
Mathematical model,Protocols,1
Mathematical model,Stress,1
Mathematical model,Stress measurement,1
Mathematical model,Training,1
Protocols,Stress measurement,1
Stress measurement,Training,1
Electronic mail,Observers,1
Electronic mail,Stability criteria,1
Electronic mail,Thermal stability,1
Observers,Stability criteria,1
Observers,Thermal stability,1
Psychology,Stability criteria,1
Psychology,Thermal stability,1
Stability criteria,Thermal stability,1
Acoustics,Aerospace electronics,1
Acoustics,Atmospheric measurements,1
Acoustics,Particle measurements,1
